name,date,academy,presentation,pyschometrics
NOBE GUERRAZZI,2019-12-17,London,19,54
GERDA YUILLE,2019-12-17,London,20,59
BERKLY FISHLEIGH,2019-12-17,London,24,51
SHERWOOD SANDERCOCK,2019-12-17,London,20,57
BLONDELLE JAAN,2019-12-17,London,15,63
HERMIE LASSELL,2019-12-17,London,24,49
LAWTON HIDDSLEY,2019-12-17,London,17,58
GIUSEPPE COBBIN,2019-12-17,London,14,50
GIPSY SERES,2019-12-17,London,22,54
RUBE BEALS,2019-12-17,London,22,59
IVES WEDDELL,2019-12-17,London,16,54
VERA BROADFOOT,2019-12-17,London,20,63
BREW BOTTERELL,2019-12-17,London,17,54
CELESTA BINION,2019-12-17,London,25,61
MAISON PURSE,2019-12-17,London,20,61
ARNE WARNE,2019-12-17,London,21,41
RAFFAELLO MORTLOCK,2019-12-17,London,20,36
LEE AMBROGIOLI,2019-12-17,London,20,63
EDNA DILSTON,2019-12-17,London,22,68
RAFAELITA D'AMBROGI,2019-12-17,London,18,57
AGNETA FANTINI,2019-01-17,Birmingham,19,58
KARE GARVILL,2019-01-17,Birmingham,17,48
CHUCHO TIFT,2019-01-17,Birmingham,12,56
TEDDY HAM,2019-01-17,Birmingham,25,59
MARC EXTANCE,2019-01-17,Birmingham,16,46
LAURETTA BARTELL,2019-01-17,Birmingham,24,51
KALA DOEG,2019-01-17,Birmingham,28,48
LINOEL FISSENDEN,2019-01-17,Birmingham,19,59
REINALDOS RAYNE,2019-01-17,Birmingham,16,59
ZECHARIAH SALZBERGER,2019-01-17,Birmingham,19,47
SYLVAN ASHER,2019-01-17,Birmingham,24,51
GEORGIE PEREL,2019-01-17,Birmingham,25,51
LAZAR SELIGSON,2019-01-17,Birmingham,11,67
BERNADETTE GERARDI,2019-01-17,Birmingham,21,53
JENIFER PICKLES,2019-01-17,Birmingham,15,41
TONNIE ROYDEN,2019-01-17,Birmingham,20,44
GELYA PYSON,2019-01-17,Birmingham,23,54
AIDA BOTHAMS,2019-01-17,Birmingham,22,56
MUFFIN WIGGLESWORTH,2019-01-17,Birmingham,21,53
BART GODILINGTON,2019-01-17,Birmingham,15,57
ALLIANORA ROWDELL,2019-01-17,Birmingham,22,55
RANDY SEMKEN,2019-01-17,Birmingham,23,61
WAKEFIELD JEVES,2019-01-17,Birmingham,17,58
NETTIE CIVITILLO,2019-01-17,Birmingham,17,55
BARNABAS CRINION,2019-01-17,Birmingham,23,64
KYLYNN JEWES,2019-01-17,Birmingham,19,58
ARCHAIMBAUD BULLER,2019-01-17,Birmingham,18,63
ROMOLA COLDTART,2019-07-17,London,20,54
SHEA CHASMOOR,2019-07-17,London,19,59
ELDIN BROSTER,2019-07-17,London,22,55
FEE KARPE,2019-07-17,London,19,53
ANTONIUS HEAPE,2019-07-17,London,20,51
RAD BENCH,2019-07-17,London,22,55
EMMETT STOGILL,2019-07-17,London,19,51
ROXIE GLASBY,2019-07-17,London,14,55
OFILIA KEIZMAN,2019-07-17,London,17,62
ALEX PEASCOD,2019-07-17,London,13,58
PATRIZIA WYRE,2019-07-17,London,19,56
COURTNAY DUIGED,2019-07-17,London,17,62
SARENA WEATHERILL,2019-07-17,London,22,59
BARR KHOSA,2019-07-17,London,20,49
EVIN DE ROECK,2019-07-17,London,18,62
BROOKE PAOLINO,2019-07-17,London,19,49
LAIRD GRECE,2019-07-17,London,24,51
PAULINA TEAR,2019-07-17,London,21,52
MARSHA LIPPETT,2019-07-17,London,22,48
AVICTOR MOOREY,2019-07-17,London,23,62
JOSEITO DUIGED,2019-07-17,London,22,60
HASTIE HANTUSCH,2019-07-17,London,16,55
BURNABY MACKAY,2019-07-17,London,22,52
LINC RIDGWAY,2019-07-17,London,23,68
ADELBERT TERNEY,2019-07-17,London,21,49
ANY SHOTBOLT,2019-10-17,Birmingham,17,60
KORRY KENWORTH,2019-10-17,Birmingham,19,60
STEPHIE BOORNE,2019-10-17,Birmingham,23,38
ASHELY BRITTLES,2019-10-17,Birmingham,21,50
SAMMIE BEAMS,2019-10-17,Birmingham,19,63
ADDA BROMONT,2019-10-17,Birmingham,21,56
EVEY WHITELAND,2019-10-17,Birmingham,17,55
VERINE PICKRING,2019-10-17,Birmingham,18,54
WALT KIRKBY,2019-10-17,Birmingham,20,57
KINGSLY EMMER,2019-10-17,Birmingham,16,40
DAMIANO PETRUSCH,2019-10-17,Birmingham,19,49
DINA MCGOOKIN,2019-10-17,Birmingham,18,57
PATTEN TINMAN,2019-10-17,Birmingham,26,63
FABIO CATTEMULL,2019-10-17,Birmingham,18,65
DUDLEY WHILES,2019-10-17,Birmingham,15,54
TEIRTZA GHION,2019-10-17,Birmingham,19,62
ALICE VICKERY,2019-10-17,Birmingham,20,47
TUCKY HENSTRIDGE,2019-10-17,Birmingham,19,60
HILDY TODD,2019-10-17,Birmingham,15,49
SANDY DROOGAN,2019-10-17,Birmingham,19,53
DRUCY ADOLTHINE,2019-10-17,Birmingham,24,50
DYNA CRISTOFANO,2019-10-17,Birmingham,19,55
HYACINTH MERON,2019-10-17,Birmingham,16,53
DRU PABEL,2019-10-17,Birmingham,27,50
LORIN JOZEF,2019-10-17,Birmingham,17,50
MISTY PITT,2019-10-17,Birmingham,21,64
VERNOR D'ALMEIDA,2019-10-17,Birmingham,22,50
BRITTAN MOUAT,2019-10-17,Birmingham,21,51
DEN ROMAN,2019-10-17,Birmingham,18,56
EZEQUIEL COTSFORD,2019-10-17,Birmingham,22,54
CONRAD CEILLIER,2019-09-17,London,17,46
PARRY OSWICK,2019-09-17,London,21,46
DUFFIE HANSCOMBE,2019-09-17,London,24,56
ISACCO MATUSCHEK,2019-09-17,London,16,62
WOODY ORRITT,2019-09-17,London,19,46
ADAH SILVERTON,2019-09-17,London,22,59
MICHEL CHAFFEY,2019-09-17,London,22,48
CRISTAL JEANS,2019-09-17,London,25,62
TORIE ALESSANDRINI,2019-09-17,London,12,58
MICHEL KHOTER,2019-09-17,London,19,47
RUBY LARCIERE,2019-09-17,London,19,50
WOLFIE MACIEJA,2019-09-17,London,25,57
DAVIDDE TUOHY,2019-09-17,London,23,58
OTES KEMSTER,2019-09-17,London,26,52
ABDUL NAIL,2019-09-17,London,12,52
BRENDAN TITHECOTT,2019-09-17,London,23,55
JACINTHE PACKHAM,2019-09-17,London,23,61
BEVON CLAYWORTH,2019-09-17,London,16,55
KRISTA TRETHEWEY,2019-09-17,London,23,47
PHILOMENA CESSFORD,2019-09-17,London,20,54
FIONA GOODBODDY,2019-09-17,London,16,50
PASQUALE CRITTEN,2019-09-17,London,23,49
BONIFACE TANSLEY,2019-09-17,London,20,54
TOMA MACGIBBON,2019-09-17,London,18,47
BLANE MANDERSON,2019-09-17,London,19,61
CONSTANTINE CASLETT,2019-09-17,London,25,62
KEENE SLIMM,2019-09-17,London,24,64
SIBYLLE JURIS,2019-09-17,London,22,51
ZONDRA FIPPE,2019-09-17,London,15,60
KENDALL DAUGHTREY,2019-09-17,London,21,50
GENA TRUSTRIE,2019-09-17,London,22,46
PAPAGENO KINNERLEY,2019-09-17,London,18,47
AVERILL PICKANCE,2019-09-17,London,23,54
STAR LAPTHORN,2019-09-17,London,14,52
SHAWN ROBERTSHAW,2019-09-17,London,22,47
PATRICIO STENET,2019-09-17,London,20,50
ELICIA NUTKIN,2019-09-17,London,18,51
COLLEEN ROSSEY,2019-09-17,London,19,41
SIEGFRIED EVERAL,2019-09-17,London,23,53
CHANDRA BEST,2019-09-17,London,22,57
STANDFORD GLANERT,2019-09-17,London,20,41
SILVIO RANDAL,2019-09-17,London,13,63
JANKA CLEMENCET,2019-09-17,London,22,53
NATHANIEL IANNETTI,2019-09-17,London,19,46
BERKLEY BARTOMEU,2019-09-17,London,14,57
LAMAR MACGEBENAY,2019-09-17,London,20,57
KALVIN WADWORTH,2019-09-17,London,14,50
DARIA TUDGE,2019-09-17,London,14,57
HASTINGS FLOWER,2019-09-17,London,28,48
UMEKO BOZIER,2019-09-17,London,17,54
KASSI PINNOCK,2019-04-18,Birmingham,15,63
RIP MCILVENNY,2019-04-18,Birmingham,21,64
SIBYL BRADDICK,2019-04-18,Birmingham,26,61
JANET COPNER,2019-04-18,Birmingham,26,55
IVETT BRIDEL,2019-04-18,Birmingham,22,59
MANDY MARGARET,2019-04-18,Birmingham,14,48
BROSE BENAINE,2019-04-18,Birmingham,17,54
AGGY HEFFERAN,2019-04-18,Birmingham,17,60
CANDIE GEARE,2019-04-18,Birmingham,24,40
NANETTE BORRILL,2019-04-18,Birmingham,24,59
HERVEY CLIMER,2019-04-18,Birmingham,22,59
SHELAGH BARTHEL,2019-04-18,Birmingham,16,66
SONNNIE STELLJES,2019-04-18,Birmingham,19,66
PREN ABRAMOVICZ,2019-04-18,Birmingham,15,63
FELICE CULKIN,2019-04-18,Birmingham,20,49
HAROUN MCCROHON,2019-04-18,Birmingham,19,57
ELLIOT RUCKERT,2019-04-18,Birmingham,20,62
OTHILIA SKYPP,2019-04-18,Birmingham,22,59
IVETT POTE,2019-04-18,Birmingham,25,49
THATCHER FRANKISH,2019-04-18,Birmingham,21,63
JOYCELIN DOERFFER,2019-04-18,Birmingham,21,56
FELICIA ANNION,2019-04-18,Birmingham,22,46
WENDELL THOMASSEN,2019-04-18,Birmingham,19,55
CHANDLER ILCHENKO,2019-04-18,Birmingham,24,44
MIRABELLE SHAKESHAFT,2019-12-18,London,26,58
SEE FOYNES,2019-12-18,London,14,50
HERSCH HOLBURN,2019-12-18,London,20,53
ADINA SETON,2019-12-18,London,19,60
MORT LETRANGE,2019-12-18,London,22,40
NADY SMALLPIECE,2019-12-18,London,15,63
NOREAN CASTON,2019-12-18,London,18,50
HEBERT BUBBINS,2019-12-18,London,22,47
TIPHANIE SELWAY,2019-12-18,London,19,54
DAVY REISENBERG,2019-12-18,London,24,48
CLAREY FAGAN,2019-12-18,London,21,48
CANDY VANN,2019-12-18,London,18,54
WINONA STROTTON,2019-12-18,London,15,55
BAIL DELGARDO,2019-12-18,London,18,44
HARRI HEINSCHKE,2019-12-18,London,18,56
LURLEEN MORO,2019-12-18,London,17,54
DANNYE FRACZEK,2019-12-18,London,19,50
MARLOWE BAXSTARE,2019-12-18,London,17,45
SYDELLE GASCOIGNE,2019-12-18,London,22,44
ROCHETTE BELLFIELD,2019-12-18,London,22,59
ARNEY WATSHAM,2019-12-18,London,10,49
CALLIDA BRAZEL,2019-12-18,London,18,46
SUNNY STONEBRIDGE,2019-12-18,London,17,49
CRIS VAN SCHAFFLAER,2019-12-18,London,20,57
LINETTE HENDONSON,2019-12-18,London,17,46
ROSANNE MACCAUGHEY,2019-12-18,London,21,49
CIRILO CROY,2019-12-18,London,27,52
LORA KIEBES,2019-12-18,London,18,61
ROBINA ROSEN,2019-12-18,London,16,48
HENDRICK SKELLON,2019-12-18,London,23,64
SISILE RAWOOD,2019-12-18,London,22,45
BEVERLIE NEWHOUSE,2019-12-18,London,19,56
GUSTA KLAGGES,2019-12-18,London,24,56
MARVE BOATSWAIN,2019-12-18,London,24,56
LOUELLA PARRADYE,2019-12-18,London,25,53
WYNN BLEI,2019-12-18,London,20,61
BERTY HUBAN,2019-07-18,Birmingham,15,53
AMANDA MINTO,2019-07-18,Birmingham,21,59
JOANNES YURSHEV,2019-07-18,Birmingham,23,58
VALARIA BUNTON,2019-07-18,Birmingham,26,47
BARY FENDLEN,2019-07-18,Birmingham,18,52
FREMONT OXLEE,2019-07-18,Birmingham,23,51
HILLIARD REINARD,2019-07-18,Birmingham,26,67
IRA RATHBOURNE,2019-07-18,Birmingham,21,54
SHOSHANNA JANICEK,2019-07-18,Birmingham,22,52
TONYE AMBROGIO,2019-07-18,Birmingham,23,61
KYLIE CORDELL,2019-07-18,Birmingham,27,60
ALDRICH WHITEHALL,2019-07-18,Birmingham,13,59
BLAIR WOOLLHEAD,2019-07-18,Birmingham,24,52
DEMETRIA O' SULLIVAN,2019-07-18,Birmingham,22,60
KARLIS BOTTLE,2019-07-18,Birmingham,19,62
KALIE LEADBEATTER,2019-07-18,Birmingham,19,44
DORETTA HENNER,2019-07-18,Birmingham,17,51
DANNEL LONGMAID,2019-07-18,Birmingham,17,59
TEENA PRIEL,2019-07-18,Birmingham,22,55
KATINKA TYT,2019-07-18,Birmingham,20,50
MAXY BENSEN,2019-07-18,Birmingham,25,63
MERWYN GOSSOP,2019-07-18,Birmingham,16,56
CELINA POLLEY,2019-07-18,Birmingham,22,63
ODY PARONI,2019-07-18,Birmingham,15,70
BABITA TABOURIN,2019-07-18,Birmingham,23,53
ANASTASIA JANSSON,2019-07-18,Birmingham,16,47
KATHY CAPSTACK,2019-07-18,Birmingham,21,53
RANCELL LILL,2019-07-18,Birmingham,19,63
SANDOR SWATRADGE,2019-07-18,Birmingham,23,71
JARRED TREDGER,2019-07-18,Birmingham,20,45
BRIGGS LOGSDAIL,2019-07-18,Birmingham,22,51
LONNARD O'NEILL,2019-07-18,Birmingham,15,50
BILL PENDLEBURY,2019-07-18,Birmingham,19,56
ABBOTT DODGSHON,2019-07-18,Birmingham,16,57
DUNSTAN HALFHIDE,2019-07-18,Birmingham,19,48
MONICA MINGARDI,2019-07-18,Birmingham,21,41
ASHBY CAPENER,2019-07-18,Birmingham,20,52
RACHELE BRACKNELL,2019-07-18,Birmingham,23,58
CONN DOBSON,2019-06-18,London,20,53
INGABORG PITBLADO,2019-06-18,London,20,67
NEALL LANNIN,2019-06-18,London,17,49
BILLI NARRAWAY,2019-06-18,London,21,53
DERREK SHILLINGLAW,2019-06-18,London,11,55
AINSLEE PAICE,2019-06-18,London,25,57
RANA ANTONIOU,2019-06-18,London,21,47
AGNES ATTACK,2019-06-18,London,21,48
PUTNEM ERICSSON,2019-06-18,London,22,51
DEAN BRIDLE,2019-06-18,London,14,55
BROD BLUNDEN,2019-06-18,London,18,59
GEORGETTE GIACOMO,2019-06-18,London,21,56
HUBEY BROOKES,2019-06-18,London,24,49
YORK SYGROVES,2019-06-18,London,22,61
NIL IACOVO,2019-06-18,London,15,58
HELENA SWIRE,2019-06-18,London,24,63
GINEVRA PAICE,2019-06-18,London,16,59
CHANE WETWOOD,2019-06-18,London,20,51
BARBRA POLLEYE,2019-06-18,London,22,52
SHELBI WADDINGHAM,2019-06-18,London,21,54
AINDREA NORMANVILL,2019-06-18,London,23,58
HILLIARD TRUSSE,2019-06-18,London,22,39
LEXINE RAPSON,2019-06-18,London,21,61
CATI DUMPHRIES,2019-06-18,London,27,62
TERRELL ORRIDGE,2019-06-18,London,27,57
BENEDICK DE ROBERTO,2019-06-18,London,20,49
CORNELIA ARTIST,2019-06-18,London,19,61
MUHAMMAD LINN,2019-06-18,London,19,62
ELICIA BROGGIO,2019-06-18,London,20,59
ADLER WINGATT,2019-06-18,London,23,58
JEFFREY BORRELL,2019-06-18,London,16,43
ASHBEY SEAKES,2019-06-18,London,16,59
PATRICE DOWE,2019-06-18,London,23,45
CALIDA BEHR,2019-06-18,London,21,66
MORA JOUTAPAVICIUS,2019-06-18,London,19,56
TADEAS BIDMEAD,2019-06-18,London,24,59
MATHIAN CREWS,2019-06-18,London,25,43
CLYWD MUSGROVE,2019-06-18,London,20,59
DARN KIRKBY,2019-06-18,London,19,52
YVOR SHEPSTONE,2019-06-18,London,18,54
MAIBLE ANTIC,2019-06-18,London,18,53
CARLO BEEKMAN,2019-06-18,London,15,52
KAT SUTHERLAND,2019-06-18,London,21,55
LELAND WITHER,2019-06-18,London,20,58
MURVYN BUDNK,2019-06-18,London,24,48
BRANDISE MOSTON,2019-06-18,London,25,69
DANIELE ISKOWICZ,2019-06-18,London,17,53
WILDEN CLAISSE,2019-06-18,London,25,64
BOYCEY MCSPIRRON,2019-06-18,London,20,48
NEALON CISLAND,2019-06-18,London,14,60
LAVINIE MARSHMAN,2019-06-18,London,19,51
LARRY CLARIDGE,2019-06-18,London,21,52
PAULITA SIMMONDS,2019-09-18,London,14,53
GIFFORD GANTER,2019-09-18,London,23,59
DEMOTT ROHLF,2019-09-18,London,14,42
WEYLIN CHONG,2019-09-18,London,21,58
DORICE SLIDES,2019-09-18,London,21,60
SUMNER KOP,2019-09-18,London,21,63
DELMORE MCKNISH,2019-09-18,London,20,56
SCHUYLER MCKIMM,2019-09-18,London,18,60
DONOVAN WHISTAN,2019-09-18,London,20,58
HAD VEAZEY,2019-09-18,London,24,59
SVEN ANTONESCU,2019-09-18,London,24,53
RAFFERTY CAMAMILE,2019-09-18,London,22,49
GRAZIA MACGINNEY,2019-09-18,London,23,56
ALDWIN GINMAN,2019-09-18,London,21,61
AUGUSTINE COREY,2019-09-18,London,21,48
SALMON BLINDER,2019-09-18,London,23,56
KAHALEEL TATEM,2019-09-18,London,20,58
EREK O'DORAN,2019-09-18,London,19,62
REYNARD ILYENKO,2019-09-18,London,23,59
LISLE STOLLI,2019-09-18,London,20,70
REINALDOS TOLEFREE,2019-09-18,London,22,42
RANCE WILSONE,2019-09-18,London,21,44
MELONIE DUFFET,2019-09-18,London,20,45
URSON SIBTHORP,2019-09-18,London,21,55
KING JANATKA,2019-09-18,London,23,53
DINNIE BALEINE,2019-09-18,London,21,52
BELTRAN JOLLY,2019-09-18,London,21,53
GARE HALPEN,2019-09-18,London,20,43
URBAN BOOTLAND,2019-09-18,London,25,51
ELVIRA VALENTINE,2019-09-18,London,18,49
BRANDIE BIRKIN,2019-09-18,London,23,51
MALINDE MOWSDALE,2019-09-18,London,22,47
DEANA SALERNO,2019-09-18,London,19,54
YANKEE GARMON,2019-09-18,London,20,54
ALAYNE FARRANS,2019-12-19,Birmingham,19,60
JACLIN HEASMA,2019-12-19,Birmingham,9,6
OLLY LANNEN,2019-12-19,Birmingham,24,53
REBA COSSER,2019-12-19,Birmingham,23,65
LEIF FORSYTH,2019-12-19,Birmingham,21,58
VIDOVIC NIBLETT,2019-12-19,Birmingham,20,66
WHIT BRISSE,2019-12-19,Birmingham,21,61
MIOF MELA WOODLAND,2019-12-19,Birmingham,21,36
TRUDEY BROCKMAN,2019-12-19,Birmingham,25,58
GUNILLA LUCKEN,2019-12-19,Birmingham,24,55
YORGOS O'ROURKE,2019-12-19,Birmingham,15,56
FAIR IVASHINTSOV,2019-12-19,Birmingham,22,57
LETHIA CROW,2019-12-19,Birmingham,21,56
EYDE BOUGHTON,2019-12-19,Birmingham,20,64
THOM DERWIN,2019-12-19,Birmingham,21,66
URIEL LAMPLOUGH,2019-12-19,Birmingham,15,58
ERICA SOUGHTON,2019-12-19,Birmingham,19,56
PRUDENCE HARRILL,2019-12-19,Birmingham,16,56
GODFRY SEPHTON,2019-12-19,Birmingham,23,67
ESMARIA RAPP,2019-12-19,Birmingham,21,55
CLIFFORD RANDLE,2019-12-19,Birmingham,21,52
ALFONS KRAUZE,2019-12-19,Birmingham,23,46
DOTTIE LE PREVOST,2019-12-19,Birmingham,19,51
SUZIE ORABLE,2019-12-19,Birmingham,14,46
ARDEN TOLOSSI,2019-12-19,Birmingham,18,59
DEVINA FRANZ-SCHONINGER,2019-12-19,Birmingham,19,48
EDUINO HUERTAS,2019-12-19,Birmingham,24,47
SAMMY MACSWEENEY,2019-12-19,Birmingham,21,48
HAKEEM IVERMEE,2019-02-19,London,23,52
ALVY BOWERING,2019-02-19,London,20,44
LARINE BURCOMBE,2019-02-19,London,18,54
NICOLAI STOCKEY,2019-02-19,London,19,57
ANDROS WICKSON,2019-02-19,London,17,54
MAUDIE DADSWELL,2019-02-19,London,23,59
OZZY MATTAUS,2019-02-19,London,20,47
JOANNE LE JEAN,2019-02-19,London,26,52
SHELLEY O'DYVOIE,2019-02-19,London,23,61
HARWILLL POWNALL,2019-02-19,London,16,52
MARCO TORRA,2019-02-19,London,20,65
NERISSA CULVEY,2019-02-19,London,17,50
JEFFERSON PAYNTON,2019-02-19,London,17,56
ALRIC PETTIGREW,2019-02-19,London,19,42
ELROY HATCHELL,2019-02-19,London,21,64
BARBABAS HUYGENS,2019-02-19,London,23,59
JULITA BENOY,2019-02-19,London,27,57
MALACHI CARLISSO,2019-02-19,London,24,75
SAXON MCTIERNAN,2019-02-19,London,22,55
JARRED CONNAR,2019-02-19,London,13,52
ELINORE DUNNAN,2019-02-19,London,19,63
HILARIUS ZYWICKI,2019-02-19,London,23,62
ELYSEE MARDOLL,2019-02-19,London,26,59
SHEA SKILLETT,2019-02-19,London,25,57
CLEVE HALLBORD,2019-02-19,London,20,69
GARRETT SPRULLS,2019-02-19,London,16,60
ANDRIS FRANGELLO,2019-02-19,London,17,44
JOZEF VEDEKHIN,2019-02-19,London,21,52
OLA ROBELET,2019-06-19,London,23,61
LEOLINE STELLI,2019-06-19,London,19,59
ADELINE ORDIDGE,2019-06-19,London,20,54
STANLEIGH HUSON,2019-06-19,London,22,53
LENORA GANNICOTT,2019-06-19,London,19,53
CLEVELAND VASYUKHIN,2019-06-19,London,17,55
FIDEL NORVAL,2019-06-19,London,18,64
MARVIN GORGER,2019-06-19,London,19,63
ROSALINDE SMALLSHAW,2019-06-19,London,22,63
HALE GODBALD,2019-06-19,London,12,65
NORBERT DYE,2019-06-19,London,10,56
KHALIL VOSPER,2019-06-19,London,14,58
SHERMY SWANCOCK,2019-06-19,London,21,54
ROBIN FUGERE,2019-06-19,London,13,54
KEEN BENTHAM3,2019-06-19,London,24,50
MELONY TRISTRAM,2019-06-19,London,20,51
CASSAUNDRA YUILL,2019-06-19,London,21,54
FARICA HARDING,2019-06-19,London,21,67
JESSAMYN REIGHTLEY,2019-06-19,London,19,63
SERGE MUEHLE,2019-06-19,London,16,53
SYDNEY BURCHMORE,2019-06-19,London,22,61
BOURKE BELSEY,2019-06-19,London,18,53
MAURY HALLYBONE,2019-06-19,London,16,49
WOLFGANG O'GRADY,2019-06-19,London,28,46
CANDI CAMILLO,2019-06-19,London,25,61
SILVANO MACCAGUE,2019-06-19,London,16,47
JEROME KASTING,2019-06-19,London,21,58
DEVLEN FROOME,2019-06-19,London,18,55
TONIA GOODIE,2019-03-19,London,21,57
CORT TROW,2019-03-19,London,10,62
HENRIK MOTT,2019-03-19,London,19,56
WILLY MURPHEY,2019-03-19,London,22,52
JEROMY MEBIUS,2019-03-19,London,25,61
ELIOT FRANK,2019-03-19,London,20,56
GANNY BRUMHAM,2019-03-19,London,15,52
HERMIA VITTE,2019-03-19,London,24,47
ZITELLA HEMBERY,2019-03-19,London,20,70
ELFREDA ABURROW,2019-03-19,London,20,59
BETTE-ANN LEMMERS,2019-03-19,London,18,56
ROMONA BUYE,2019-03-19,London,20,59
MELVYN GARSTANG,2019-03-19,London,15,45
CARMELINA THORINGTON,2019-03-19,London,21,55
TRACEY SPRATLEY,2019-03-19,London,18,55
FRANCOIS EARENGEY,2019-03-19,London,15,48
HUGHIE YELIASHEV,2019-03-19,London,23,60
EVIN BENNALLCK,2019-03-19,London,18,65
GLEN LILLO,2019-03-19,London,19,49
EZEKIEL LEMERIE,2019-03-19,London,21,57
JULINA HARTLES,2019-03-19,London,20,52
LANGSDON BRASHAW,2019-03-19,London,14,56
SHER BIESINGER,2019-03-19,London,23,51
SHEFFIELD FURZER,2019-03-19,London,23,58
RHONDA DUPREE,2019-03-19,London,23,45
DANIELLE ABSOLOM,2019-03-19,London,17,61
TOMMIE HAMMERMAN,2019-03-19,London,22,55
ANIA SILVER,2019-03-19,London,25,62
AMELINA POSNETT,2019-03-19,London,20,50
ASHLEY FUDGE,2019-03-19,London,23,63
NADIA WHEELTON,2019-03-19,London,18,54
GEARARD SLEGG,2019-03-19,London,19,66
DICK RUBINSHTEIN,2019-03-19,London,26,55
WALY NAPTON,2019-03-19,London,11,54
ARTAIR CARTMAN,2019-03-19,London,22,60
MATTIAS BLANPEIN,2019-03-19,London,18,58
JAYMEE RIDEN,2019-03-19,London,20,54
NICOLETTE BONEHILL,2019-11-19,London,20,47
MONA ORVISS,2019-11-19,London,15,50
ISAHELLA SWINDELLS,2019-11-19,London,22,49
REBEKAH SUGGE,2019-11-19,London,24,58
TEIRTZA DOCHARTY,2019-11-19,London,26,62
BEV FERRI,2019-11-19,London,21,62
CACILIE REWCASSELL,2019-11-19,London,21,60
SYMAN GUYNEMER,2019-11-19,London,18,59
ULICK KINANE,2019-11-19,London,15,42
SIGISMUNDO SHELLIBEER,2019-11-19,London,23,53
TALLIE MORTIMER,2019-11-19,London,22,52
BURK MACKILPATRICK,2019-11-19,London,21,54
KARYN HUORTIC,2019-11-19,London,19,58
CARMITA CHILLISTONE,2019-11-19,London,18,50
LAWTON HOWLEY,2019-11-19,London,27,52
ALAIR PATEY,2019-11-19,London,18,57
CHRISTAN MITYASHIN,2019-11-19,London,25,62
IRWINN GOAKS,2019-11-19,London,22,58
ARNY DOBROWOLNY,2019-11-19,London,17,64
DORRI MCMILLIAN,2019-09-19,Birmingham,18,62
ZORAH GRASSER,2019-09-19,Birmingham,26,56
DANA BOLDRA,2019-09-19,Birmingham,17,50
EREK CHADNEY,2019-09-19,Birmingham,21,61
JENILEE ALBURY,2019-09-19,Birmingham,18,55
CHERLYN MCLAVERTY,2019-09-19,Birmingham,20,60
CARTER KINGSWOLD,2019-09-19,Birmingham,16,50
BRADAN WICKMAN,2019-09-19,Birmingham,23,69
PORTY DU PLANTIER,2019-09-19,Birmingham,18,60
MINNIE GITTOSE,2019-09-19,Birmingham,21,63
DELMOR PHUPRATE,2019-09-19,Birmingham,13,61
CLAIBORNE JESPER,2019-09-19,Birmingham,18,54
HUSEIN GARTSIDE,2019-09-19,Birmingham,19,51
SILAS BLOWIN,2019-09-19,Birmingham,20,55
AURIA SHAFTO,2019-09-19,Birmingham,25,55
QUILL BUZIN,2019-09-19,Birmingham,21,50
RAYE TERBRUG,2019-09-19,Birmingham,14,65
WINNA OLIVE,2019-09-19,Birmingham,18,60
TEDD HURL,2019-09-19,Birmingham,14,69
BARTIE GRAYSON,2019-09-19,Birmingham,16,46
JUIETA MULLISS,2019-09-19,Birmingham,22,51
FRIEDRICK HAWKEY,2019-09-19,Birmingham,20,54
ZANDRA MAKEPEACE,2019-09-19,Birmingham,20,54
BERT LOSTY,2019-09-19,Birmingham,20,48
DARILL WHAPPLES,2019-09-19,Birmingham,18,47
VIVIANNA LETTY,2019-09-19,Birmingham,19,56
THEADORA BERKELAY,2019-04-02,London,12,59
AUSTINA DEPPER,2019-04-02,London,18,48
NANCE CRATE,2019-04-02,London,16,55
SHELIA CARLESI,2019-04-02,London,22,59
CLEMENTE AKITT,2019-04-02,London,23,50
SHALNA JZAK,2019-04-02,London,19,40
CHICKY SAWBRIDGE,2019-04-02,London,25,64
TORI WEATHERHILL,2019-04-02,London,18,56
MARYANN SCARRE,2019-04-02,London,25,40
MIRA BOFIELD,2019-04-02,London,24,54
MAURITA GIMBLET,2019-04-02,London,22,62
GRADY ROMEO,2019-04-02,London,15,51
CAMI BURBEROW,2019-04-02,London,26,62
WINNIE WASKETT,2019-04-02,London,22,53
BENEDICK BERNARDEAU,2019-04-02,London,24,58
LINN MINERS,2019-04-02,London,19,46
PRUDY JOUANNIN,2019-04-02,London,16,45
AMERIGO GRAYSMARK,2019-04-02,London,19,60
LAVINIE DE QUESNE,2019-04-02,London,19,61
VIVIEN BEIDERBECK,2019-04-02,London,19,65
TEDDI JUNIFER,2019-04-02,London,25,48
SCOT RANKINE,2019-04-02,London,25,46
VALIDA KETCHASID,2019-04-02,London,9,4
BOURKE CAUDREY,2019-04-02,London,24,49
HOWIE HAITH,2019-04-02,London,21,55
JOSSELYN KAINDL,2019-04-02,London,16,62
TALYA PLACIDI,2019-01-02,London,19,57
CRYSTA AIKETT,2019-01-02,London,18,68
RHETA ASSEL,2019-01-02,London,21,67
HERNANDO GUAGE,2019-01-02,London,17,53
REINWALD CORISH,2019-01-02,London,20,48
LEROI SHURMER,2019-01-02,London,18,51
EMMY LUCKINGS,2019-01-02,London,17,57
